ID,age,Education,education_level,Marital_Status,Income,Kidhome,Teenhome,household_size,Dt_Customer,tenure_days,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,total_spend,campaign_type,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDealsPurchases,total_purchases,dominant_channel,ch_catalog,ch_deals,ch_store,ch_web,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,campaign_acceptance_count,engagement_rate,NumWebVisitsMonth,Complain
4047,70,Phd,4,Married,65324.0,0,1,2,2014-01-11,3642,0,384,0,102,21,32,5,544,mid_value,6,2,9,3,20,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
1409,73,Graduation,2,Together,40689.0,0,1,2,2013-03-18,3941,69,270,3,27,39,6,99,444,mid_value,7,1,5,7,20,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
7892,55,Graduation,2,Single,18589.0,0,0,1,2013-01-02,4016,89,6,4,25,15,12,13,75,low_value,2,1,3,2,8,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
2404,48,Graduation,2,Married,53359.0,1,1,3,2013-05-27,3871,4,173,4,30,3,6,41,257,mid_value,5,1,4,4,14,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
9422,35,Graduation,2,Married,38360.0,1,0,2,2013-05-31,3867,26,36,2,42,20,21,10,131,mid_value,2,1,4,2,9,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
1966,59,Phd,4,Married,84618.0,0,0,1,2013-11-22,3692,96,684,100,801,21,66,0,1672,high_value,6,9,10,1,26,store,False,False,True,False,0,0,0,0,1,0,1,0.16666666666666666,2,0
6864,35,Master,3,Divorced,10979.0,0,0,1,2014-05-22,3511,34,8,4,10,2,2,4,30,low_value,3,0,3,2,8,web,False,False,False,True,0,0,0,0,0,0,0,0.0,5,0
3033,61,Master,3,Together,38620.0,0,0,1,2013-05-11,3887,56,112,17,44,34,22,89,318,mid_value,2,5,3,1,11,catalog,True,False,False,False,0,0,0,0,0,0,0,0.0,3,0
5710,54,Graduation,2,Together,40548.0,0,1,2,2012-10-10,4100,31,110,0,5,2,0,3,120,mid_value,2,1,4,2,9,store,False,False,True,False,0,0,0,1,0,0,1,0.16666666666666666,5,0
7373,72,Phd,4,Divorced,46610.0,0,2,3,2012-10-29,4081,8,96,12,96,33,22,43,302,mid_value,4,1,6,6,17,store,False,False,True,False,0,0,0,0,0,1,1,0.16666666666666666,6,0
8755,78,Master,3,Married,68657.0,0,0,1,2013-02-20,3967,4,482,34,471,119,68,22,1196,high_value,3,5,9,1,18,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
10738,73,Master,3,Single,49389.0,1,1,3,2013-08-29,3777,55,40,0,19,2,1,3,65,low_value,2,0,3,1,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
4339,54,Phd,4,Married,67353.0,0,1,2,2013-12-31,3653,37,702,17,151,0,8,35,913,high_value,5,6,12,5,28,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
10755,48,2N Cycle,1,Married,23718.0,1,0,2,2013-09-02,3773,76,6,3,14,15,7,36,81,low_value,3,1,2,3,9,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
8595,51,Graduation,2,Widow,42429.0,0,1,2,2014-02-11,3611,99,55,0,6,2,0,4,67,low_value,1,1,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
2968,81,Phd,4,Divorced,48948.0,0,0,1,2013-02-01,3986,53,437,8,206,160,49,42,902,high_value,7,10,5,2,24,catalog,True,False,False,False,0,0,1,0,0,1,2,0.3333333333333333,6,0
8601,44,Graduation,2,Married,80011.0,0,1,2,2013-04-29,3899,3,421,76,536,82,178,102,1395,high_value,8,6,5,2,21,web,False,False,False,True,0,0,0,0,0,0,0,0.0,4,0
503,39,Master,3,Married,20559.0,1,0,2,2013-03-12,3947,88,13,1,29,3,0,7,53,low_value,2,0,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
8430,67,Graduation,2,Together,21994.0,0,1,2,2012-12-24,4025,4,9,0,6,3,1,3,22,low_value,0,0,3,1,4,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
2139,49,Master,3,Married,7500.0,1,0,2,2013-10-02,3743,19,3,1,10,3,2,12,31,low_value,2,0,3,3,8,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
1371,48,Graduation,2,Single,79941.0,0,0,1,2014-06-28,3474,72,123,164,266,227,30,174,984,high_value,2,4,9,1,16,store,False,False,True,False,0,0,0,0,0,0,0,0.0,1,0
9909,28,2N Cycle,1,Married,7500.0,0,0,1,2012-11-09,4070,24,3,18,14,15,22,50,122,mid_value,3,1,3,3,10,web,False,False,False,True,0,0,0,0,0,1,1,0.16666666666666666,9,0
7286,56,Graduation,2,Together,41728.0,1,0,2,2013-05-24,3874,92,13,6,15,3,5,13,55,low_value,2,0,2,1,5,web,False,False,False,True,0,0,0,0,0,0,0,0.0,10,0
6566,70,Phd,4,Married,72550.0,1,1,3,2012-11-08,4071,39,826,50,317,50,38,38,1319,high_value,5,2,12,9,28,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
8614,67,Graduation,2,Widow,65486.0,0,1,2,2014-05-12,3521,29,245,19,125,37,67,14,507,mid_value,4,2,10,1,17,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
4114,60,Master,3,Married,79143.0,0,0,1,2012-08-11,4160,2,650,37,780,27,167,32,1693,high_value,6,9,13,1,29,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
1331,47,Graduation,2,Single,35790.0,1,0,2,2013-01-02,4016,54,12,6,20,30,1,3,72,low_value,2,0,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
2225,47,Graduation,2,Divorced,82582.0,0,0,1,2014-06-07,3495,54,510,120,550,156,40,241,1617,high_value,4,9,7,1,21,catalog,True,False,False,False,1,0,1,0,0,1,3,0.5,1,0
9381,46,Graduation,2,Married,66373.0,1,1,3,2013-06-12,3855,57,328,9,124,12,24,109,606,mid_value,4,2,10,7,23,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
6260,69,Master,3,Together,82384.0,0,0,1,2012-11-19,4060,55,984,51,432,180,120,190,1957,high_value,3,10,13,1,27,store,False,False,True,False,0,0,0,0,1,1,2,0.3333333333333333,1,0
10383,58,Graduation,2,Divorced,70287.0,0,0,1,2013-04-02,3926,30,295,35,482,121,120,40,1093,high_value,5,5,10,1,21,store,False,False,True,False,0,0,0,0,0,1,1,0.16666666666666666,3,0
7437,36,Graduation,2,Single,27938.0,1,0,2,2014-04-28,3535,31,13,0,8,2,1,5,29,low_value,1,0,4,1,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
8375,56,Phd,4,Married,55954.0,0,1,2,2014-03-03,3591,63,447,0,28,0,0,43,518,mid_value,8,2,6,3,19,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
6853,42,Master,3,Single,75777.0,0,0,1,2013-07-04,3833,12,712,26,538,69,13,80,1438,high_value,3,6,11,1,21,store,False,False,True,False,0,0,0,1,1,1,3,0.5,1,0
3076,49,Graduation,2,Together,66653.0,1,1,3,2012-09-07,4133,18,452,18,102,16,18,6,612,mid_value,4,2,12,4,22,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
1012,72,Graduation,2,Single,61823.0,0,1,2,2013-02-18,3969,26,523,7,134,37,14,169,884,high_value,8,2,10,4,24,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
6518,73,Phd,4,Widow,67680.0,0,1,2,2013-06-11,3856,8,546,0,48,0,6,6,606,mid_value,7,3,8,1,19,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
4137,76,Graduation,2,Together,70666.0,0,0,1,2013-12-06,3678,29,398,40,367,119,122,30,1076,high_value,7,4,4,1,16,web,False,False,False,True,0,0,0,0,0,0,0,0.0,4,0
8082,53,Graduation,2,Married,25721.0,1,0,2,2013-05-21,3877,75,1,3,6,3,6,15,34,low_value,1,1,2,1,5,store,False,False,True,False,0,0,0,0,0,1,1,0.16666666666666666,7,0
1386,57,Graduation,2,Together,32474.0,1,1,3,2014-05-11,3522,0,10,0,1,0,0,0,11,low_value,1,0,2,1,4,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
9369,45,2N Cycle,1,Single,88194.0,0,1,2,2014-03-19,3575,19,688,14,309,201,24,38,1274,high_value,11,10,10,1,32,web,False,False,False,True,1,0,1,0,0,1,3,0.5,5,0
4477,66,Graduation,2,Together,69096.0,0,1,2,2013-09-27,3748,4,247,49,159,7,82,109,653,mid_value,5,2,10,1,18,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
1357,54,Graduation,2,Together,74854.0,1,2,4,2013-04-08,3920,90,856,59,487,58,29,73,1562,high_value,2,5,5,7,19,deals,False,True,False,False,0,0,0,0,0,0,0,0.0,5,0
1402,70,Master,3,Married,66991.0,0,0,1,2012-09-11,4129,1,496,36,460,189,60,12,1253,high_value,4,8,6,3,21,catalog,True,False,False,False,0,0,0,0,0,0,0,0.0,3,0
6312,65,Graduation,2,Married,65031.0,0,1,2,2013-03-17,3942,29,258,107,291,84,37,86,863,high_value,10,3,13,4,30,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
8132,49,Phd,4,Married,60631.0,1,1,3,2013-04-05,3923,88,565,6,65,0,6,19,661,mid_value,9,2,8,5,24,web,False,False,False,True,0,0,0,1,0,0,1,0.16666666666666666,7,0
1050,72,Graduation,2,Married,28332.0,0,0,1,2014-04-30,3533,58,14,10,13,4,15,9,65,low_value,2,1,4,1,8,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
5846,47,Graduation,2,Divorced,40246.0,1,0,2,2012-12-19,4030,68,2,1,6,2,1,1,13,low_value,1,0,2,1,4,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
1859,52,Master,3,Married,75251.0,0,0,1,2012-08-27,4144,34,721,111,925,97,18,18,1890,high_value,7,6,5,1,19,web,False,False,False,True,0,0,0,0,0,1,1,0.16666666666666666,5,0
7503,48,Graduation,2,Single,75825.0,0,0,1,2012-10-12,4098,40,1032,105,779,137,105,51,2209,high_value,5,8,9,0,22,store,False,False,True,False,0,0,1,0,0,1,2,0.3333333333333333,4,0
10401,48,2N Cycle,1,Together,26326.0,0,0,1,2013-09-04,3771,12,1,0,5,0,3,9,18,low_value,0,0,3,1,4,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,1
1618,59,Graduation,2,Together,56046.0,0,0,1,2013-01-02,4016,9,577,0,64,0,0,51,692,mid_value,10,1,8,2,21,web,False,False,False,True,0,0,1,0,0,1,2,0.3333333333333333,8,0
3332,39,Graduation,2,Single,29760.0,1,0,2,2012-08-29,4142,87,64,4,68,7,5,17,165,mid_value,3,1,4,4,12,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
2261,55,Graduation,2,Married,26304.0,1,0,2,2013-06-23,3844,5,4,1,5,2,0,4,16,low_value,1,0,2,1,4,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
5346,51,2N Cycle,1,Married,23559.0,1,0,2,2013-07-03,3834,87,25,5,19,7,0,23,79,low_value,3,0,3,3,9,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
4119,61,Master,3,Together,38620.0,0,0,1,2013-05-11,3887,56,112,17,44,34,22,89,318,mid_value,2,5,3,1,11,catalog,True,False,False,False,0,0,0,0,0,0,0,0.0,3,0
535,37,Graduation,2,Divorced,81361.0,0,0,1,2014-02-25,3597,18,163,23,424,27,65,76,778,mid_value,3,10,13,1,27,store,False,False,True,False,0,0,0,0,0,0,0,0.0,1,0
5268,64,Graduation,2,Married,29440.0,1,1,3,2013-08-11,3795,95,17,8,14,10,4,3,56,low_value,1,0,4,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
273,54,Master,3,Married,36138.0,1,1,3,2013-07-16,3821,48,130,0,16,0,0,5,151,mid_value,3,1,4,5,13,deals,False,True,False,False,0,0,0,1,0,0,1,0.16666666666666666,7,0
4452,67,Graduation,2,Single,50388.0,0,1,2,2014-05-28,3505,3,292,6,37,0,3,34,372,mid_value,6,1,6,4,17,web,False,False,False,True,1,0,0,1,0,1,3,0.5,7,0
8504,51,Graduation,2,Married,79593.0,0,0,1,2014-05-12,3521,70,350,60,568,110,133,145,1366,high_value,5,6,7,1,19,store,False,False,True,False,0,0,0,0,1,0,1,0.16666666666666666,2,0
771,57,Graduation,2,Together,54178.0,0,1,2,2014-01-21,3632,79,135,9,39,4,0,7,194,mid_value,2,2,5,1,10,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
11178,52,Master,3,Single,42394.0,1,0,2,2014-03-23,3571,69,15,2,10,0,1,4,32,low_value,1,0,3,1,5,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
2230,54,Phd,4,Married,23626.0,1,0,2,2014-05-24,3509,84,27,2,14,0,0,0,43,low_value,3,1,3,3,10,web,False,False,False,True,0,0,0,0,0,0,0,0.0,5,0
7516,41,Graduation,2,Married,30096.0,1,0,2,2014-05-22,3511,30,5,3,11,12,5,9,45,low_value,2,0,3,1,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
7247,64,Graduation,2,Widow,47916.0,0,1,2,2012-11-22,4057,72,505,0,26,0,0,75,606,mid_value,7,4,6,5,22,web,False,False,False,True,0,0,0,1,0,0,1,0.16666666666666666,6,0
11100,52,Graduation,2,Divorced,51813.0,1,1,3,2013-04-11,3917,37,51,2,7,0,1,2,63,low_value,2,0,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
4646,73,2N Cycle,1,Married,78497.0,0,0,1,2013-12-01,3683,44,207,26,447,75,0,223,978,high_value,5,7,12,1,25,store,False,False,True,False,1,0,0,0,0,0,1,0.16666666666666666,2,0
3037,41,Phd,4,Married,50150.0,0,0,1,2013-06-20,3847,32,135,46,92,65,61,11,410,mid_value,5,2,7,2,16,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
1473,64,2N Cycle,1,Single,47823.0,0,1,2,2013-07-23,3814,0,53,1,5,2,1,10,72,low_value,2,0,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
1016,65,Phd,4,Single,34554.0,0,1,2,2014-03-30,3564,43,41,1,6,2,0,5,55,low_value,2,0,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
4518,45,Graduation,2,Together,85693.0,0,1,2,2013-04-20,3908,59,386,172,183,185,132,111,1169,high_value,9,5,11,2,27,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
9370,79,Phd,4,Married,65846.0,0,0,1,2013-05-17,3881,68,562,81,276,80,40,81,1120,high_value,6,3,6,1,16,web,False,False,False,True,0,0,0,0,0,0,0,0.0,4,0
8908,65,Graduation,2,Married,87195.0,0,0,1,2014-05-08,3525,35,217,76,690,50,26,38,1097,high_value,3,11,5,1,20,catalog,True,False,False,False,0,0,0,0,0,1,1,0.16666666666666666,1,0
8373,45,Basic,0,Together,24594.0,1,0,2,2013-12-10,3674,94,1,3,6,10,0,9,29,low_value,1,0,3,1,5,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
7533,60,Graduation,2,Married,49096.0,1,1,3,2013-09-24,3751,15,144,1,32,2,1,7,187,mid_value,4,1,4,4,13,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
2683,55,Graduation,2,Married,52413.0,0,2,3,2013-02-02,3985,56,295,106,271,75,98,65,910,high_value,6,4,12,4,26,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
3629,46,Graduation,2,Single,38557.0,1,0,2,2012-12-19,4030,17,76,3,31,4,4,27,145,mid_value,3,1,3,2,9,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
10991,64,Master,3,Married,89058.0,0,0,1,2012-12-07,4042,18,454,194,106,31,22,43,850,high_value,5,4,4,1,14,web,False,False,False,True,0,0,0,0,0,0,0,0.0,2,0
5077,45,Graduation,2,Together,77298.0,0,1,2,2013-11-02,3712,46,425,115,292,23,35,79,969,high_value,6,6,11,1,24,store,False,False,True,False,0,0,0,0,0,0,0,0.0,3,0
7431,33,Phd,4,Single,68126.0,0,0,1,2012-11-10,4069,40,1332,17,311,23,51,86,1820,high_value,7,4,5,1,17,web,False,False,False,True,0,0,0,1,0,1,2,0.3333333333333333,9,0
3267,61,Master,3,Together,57288.0,0,1,2,2014-06-25,3477,27,527,0,21,0,0,60,608,mid_value,8,1,8,3,20,web,False,False,False,True,0,0,0,1,0,0,1,0.16666666666666666,6,0
999,33,Graduation,2,Single,86037.0,0,0,1,2013-01-02,4016,95,490,44,125,29,20,22,730,mid_value,6,7,11,1,25,store,False,False,True,False,0,0,0,1,1,1,3,0.5,3,0
9215,44,Phd,4,Married,43974.0,1,0,2,2012-12-12,4037,19,378,0,101,0,0,72,551,mid_value,6,4,6,5,21,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
2286,62,Graduation,2,Single,50785.0,1,1,3,2013-09-10,3765,27,64,1,21,0,1,27,114,low_value,2,1,3,2,8,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
1592,54,Graduation,2,Married,90765.0,0,0,1,2014-01-24,3629,25,547,99,812,151,82,33,1724,high_value,4,6,5,0,15,catalog,True,False,False,False,1,0,0,0,1,0,2,0.3333333333333333,1,0
367,46,2N Cycle,1,Married,36550.0,1,0,2,2013-02-19,3968,74,47,90,94,123,103,120,577,mid_value,9,1,5,5,20,web,False,False,False,True,0,0,0,0,0,0,0,0.0,9,0
5234,57,2N Cycle,1,Together,30753.0,1,1,3,2013-07-11,3826,85,12,5,25,0,9,30,81,low_value,1,1,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,5,0
9862,55,Graduation,2,Together,21918.0,1,0,2,2013-11-14,3700,37,1,6,7,11,5,3,33,low_value,2,0,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
9805,71,Master,3,Together,56129.0,0,1,2,2013-06-20,3847,65,320,48,133,39,72,48,660,mid_value,6,2,10,4,22,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
6205,57,Master,3,Single,32557.0,1,0,2,2014-02-24,3598,13,34,3,29,0,4,10,80,low_value,2,1,3,3,9,store,False,False,True,False,0,0,0,0,0,1,1,0.16666666666666666,5,0
8442,39,Master,3,Married,19510.0,2,0,3,2013-09-04,3771,63,9,0,7,3,4,7,30,low_value,1,0,3,2,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
7386,48,Graduation,2,Divorced,30992.0,1,0,2,2013-04-22,3906,83,17,0,14,7,3,2,43,low_value,1,0,3,1,5,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
7215,41,Graduation,2,Single,101970.0,0,0,1,2013-03-12,3947,69,722,27,102,44,72,168,1135,high_value,6,8,13,0,27,store,False,False,True,False,1,0,0,1,1,1,4,0.6666666666666666,2,0
1491,59,2N Cycle,1,Together,71488.0,0,0,1,2013-02-18,3969,87,162,33,124,40,28,172,559,mid_value,3,4,7,2,16,store,False,False,True,False,0,0,0,0,0,0,0,0.0,1,0
11071,40,Graduation,2,Single,79607.0,0,0,1,2013-04-21,3907,37,450,133,951,173,0,216,1923,high_value,3,6,6,1,16,catalog,True,False,False,False,0,0,0,0,0,1,1,0.16666666666666666,1,0
3381,71,Master,3,Married,54348.0,1,1,3,2014-06-08,3494,51,70,0,16,0,0,4,90,low_value,2,0,4,2,8,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
11051,68,Phd,4,Together,77376.0,1,1,3,2014-05-10,3523,72,492,19,110,16,12,12,661,mid_value,6,3,10,4,23,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
8026,72,Graduation,2,Married,62998.0,0,1,2,2013-09-30,3745,10,120,58,73,65,89,58,463,mid_value,5,4,5,5,19,web,False,False,False,True,0,0,0,0,0,0,0,0.0,5,0
433,66,Master,3,Single,61331.0,1,1,3,2013-03-10,3949,42,534,5,47,0,5,41,632,mid_value,11,1,6,5,23,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
9597,55,Graduation,2,Married,73448.0,0,0,1,2014-02-10,3612,10,236,106,189,23,41,130,725,mid_value,7,2,9,1,19,store,False,False,True,False,0,0,0,0,0,0,0,0.0,4,0
5290,60,Phd,4,Married,41551.0,1,1,3,2013-08-14,3792,51,220,0,33,3,0,23,279,mid_value,5,1,5,5,16,web,False,False,False,True,0,0,0,0,0,0,0,0.0,8,0
1685,57,Phd,4,Together,62981.0,0,0,1,2013-03-17,3942,21,796,14,590,38,44,0,1482,high_value,4,5,13,1,23,store,False,False,True,False,0,0,0,1,0,0,1,0.16666666666666666,3,0
5342,48,Basic,0,Divorced,9548.0,1,0,2,2012-08-08,4163,31,0,1,3,10,6,9,29,low_value,1,0,3,2,6,store,False,False,True,False,0,0,0,0,0,0,0,0.0,8,0
9579,65,Phd,4,Married,33762.0,2,1,4,2013-07-07,3830,61,53,1,34,2,0,16,106,low_value,2,2,2,3,9,deals,False,True,False,False,0,0,0,0,0,0,0,0.0,8,0
7660,51,Phd,4,Single,35860.0,1,1,3,2014-05-19,3514,37,15,0,8,4,2,20,49,low_value,1,1,2,2,6,store,False,False,True,False,0,0,1,0,0,1,2,0.3333333333333333,5,0
1461,59,Phd,4,Divorced,36921.0,1,1,3,2013-07-28,3809,74,17,1,12,3,1,4,38,low_value,2,0,3,2,7,store,False,False,True,False,0,0,0,0,0,0,0,0.0,7,0
821,32,Master,3,Single,92859.0,0,0,1,2012-10-19,4091,46,962,61,921,52,61,20,2077,high_value,5,4,12,1,22,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
11084,48,Master,3,Together,65104.0,0,1,2,2013-11-14,3700,4,738,0,232,13,20,50,1053,high_value,3,5,7,2,17,store,False,False,True,False,0,0,0,0,0,1,1,0.16666666666666666,7,0
8690,62,Graduation,2,Married,86111.0,0,0,1,2013-04-19,3909,73,399,28,756,36,40,126,1385,high_value,5,7,10,1,23,store,False,False,True,False,0,0,0,0,0,0,0,0.0,2,0
2937,50,Phd,4,Single,68352.0,0,1,2,2013-08-28,3778,47,614,16,132,43,33,33,871,high_value,8,5,9,3,25,store,False,False,True,False,0,0,0,0,0,0,0,0.0,6,0
9701,36,Graduation,2,Together,41883.0,1,0,2,2013-03-19,3940,13,32,34,41,73,16,116,312,mid_value,4,2,3,3,12,web,False,False,False,True,0,0,0,0,0,0,0,0.0,7,0
