id,polarity,sentiment_label,sentiment_binary,user,date,date_parsed,year,month,hour,text,text_clean,text_length,word_count,has_mention,has_hashtag,has_url
2251810903,0,negative,0,vy_twit,Sat Jun 20 04:39:04 PDT 2009,2009-06-20 04:39:04,2009,6,4,omfg why am I working right now? ,omfg why am I working right now?,33,7,0,0,0
1976621099,0,negative,0,Jezebel816,Sat May 30 18:36:13 PDT 2009,2009-05-30 18:36:13,2009,5,18,My brother must hate me. He didn't answer his phone  and he didn't call me back. Either that or he's sleeping or at work. ;),My brother must hate me. He didn't answer his phone and he didn't call me back. Either that or he's sleeping or at work. ;),124,25,0,0,0
1976810935,0,negative,0,scienceofsleep,Sat May 30 19:08:44 PDT 2009,2009-05-30 19:08:44,2009,5,19,@amytheallen no... 19  I'd assume they'd check if I actually DID win something,no... 19 I'd assume they'd check if I actually DID win something,78,13,1,0,0
2245363011,0,negative,0,Shawn0lee2,Fri Jun 19 16:01:35 PDT 2009,2009-06-19 16:01:35,2009,6,16,@DIVACANDICEM - Candice i dont mean to bother you but im really sad that u got released! ,- Candice i dont mean to bother you but im really sad that u got released!,89,17,1,0,0
2300053959,0,negative,0,Livmarie828,Tue Jun 23 13:40:33 PDT 2009,2009-06-23 13:40:33,2009,6,13,"Sitting at work, waiting for the Receptionist to get off lunch so I can go to my dental    I hate it!","Sitting at work, waiting for the Receptionist to get off lunch so I can go to my dental I hate it!",101,21,0,0,0
2055380782,0,negative,0,wholesick,Sat Jun 06 09:12:40 PDT 2009,2009-06-06 09:12:40,2009,6,9,@victoria_tweed opted for a corona - it was a mistake. my headache just got a million times worse ,opted for a corona - it was a mistake. my headache just got a million times worse,98,18,1,0,0
2298444318,0,negative,0,RaymundoMonge,Tue Jun 23 11:41:10 PDT 2009,2009-06-23 11:41:10,2009,6,11,Looks like I won't be getting operated b4 my album release   Gonna surprise my pops at work and have lunch with him! Happy late Dad's day!,Looks like I won't be getting operated b4 my album release Gonna surprise my pops at work and have lunch with him! Happy late Dad's day!,138,26,0,0,0
2221749067,0,negative,0,AmyKachurak,Thu Jun 18 05:56:30 PDT 2009,2009-06-18 05:56:30,2009,6,5,@justkaty I blame josh &amp; bff ..she was sick earlier &amp; so was josh ,I blame josh &amp; bff ..she was sick earlier &amp; so was josh,74,14,1,0,0
2228087087,0,negative,0,AWNG,Thu Jun 18 14:00:19 PDT 2009,2009-06-18 14:00:19,2009,6,14,"Im in da library, noelle and Kayla and connie just left. should i? maybe cuz im really bored. noone 2 chat and laugh with. ","Im in da library, noelle and Kayla and connie just left. should i? maybe cuz im really bored. noone 2 chat and laugh with.",123,24,0,0,0
2284232385,0,negative,0,davidpetersonh,Mon Jun 22 13:37:47 PDT 2009,2009-06-22 13:37:47,2009,6,13,"@pjraval They searched my person, too. One grabbed my stomach under my sweater. That's what I get for wearing a sweater in snowy weather. ","They searched my person, too. One grabbed my stomach under my sweater. That's what I get for wearing a sweater in snowy weather.",138,24,1,0,0
2185503530,0,negative,0,jenimayyy,Mon Jun 15 17:28:52 PDT 2009,2009-06-15 17:28:52,2009,6,17,@mikegentile hey stud. go figure you come to the land of whores when i am gone in the bahamas ,hey stud. go figure you come to the land of whores when i am gone in the bahamas,94,19,1,0,0
1997688116,0,negative,0,one_wingedangel,Mon Jun 01 17:17:07 PDT 2009,2009-06-01 17:17:07,2009,6,17,@veropperez awwww my poor muffins i had to make those and i didnt make them for the cat HE TOOK THE WHOLE FREAKIN BAG and ran away  aw man,a my poor muffins i had to make those and i didnt make them for the cat HE TOOK THE WHOLE FREAKIN BAG and ran away aw man,138,29,1,0,1
1968239058,0,negative,0,Queensowntalia,Fri May 29 21:02:13 PDT 2009,2009-05-29 21:02:13,2009,5,21,Saw Walk the Line tonight.Never heard much Cash before.I could definitely appreciate this.Why do I only &quot;discover&quot; artists after they die ,Saw Walk the Line tonight.Never heard much Cash before.I could definitely appreciate this.Why do I only &quot;discover&quot; artists after they die,148,21,0,0,0
1553109752,0,negative,0,hollygable,Sat Apr 18 13:23:57 PDT 2009,2009-04-18 13:23:57,2009,4,13,"Spent evening looking after suki doggy shitting herself everywhere, falling off the decking into ditch and whining &amp; running into things ","Spent evening looking after suki doggy shitting herself everywhere, falling off the decking into ditch and whining &amp; running into things",141,21,0,0,0
2058754696,0,negative,0,autbabe0428,Sat Jun 06 15:33:55 PDT 2009,2009-06-06 15:33:55,2009,6,15,Home from work... Was missing my maddie bug   Now off to put clothes away and make our bed!!! Maybe sleep in it tonight!!!,Home from work... Was missing my maddie bug Now off to put clothes away and make our bed!!! Maybe sleep in it tonight!!!,122,23,0,0,0
2206174181,0,negative,0,ZaLord,Wed Jun 17 06:07:32 PDT 2009,2009-06-17 06:07:32,2009,6,6,@hazemtaji Did you buy a PS3? My xbox360 got the RROD ,Did you buy a PS3? My xbox360 got the RROD,54,11,1,0,0
2204492298,0,negative,0,FizzyGingerBeer,Wed Jun 17 02:21:33 PDT 2009,2009-06-17 02:21:33,2009,6,2,@pwbbounce uh oh  but is that not good? its not got a hidden meaning or anything that i dont know about has it?,uh oh but is that not good? its not got a hidden meaning or anything that i dont know about has it?,111,23,1,0,0
1973938548,0,negative,0,angelxx71,Sat May 30 12:07:35 PDT 2009,2009-05-30 12:07:35,2009,5,12,@anniegxxx can't think of him that way any more  or at least I try not to LOL,can't think of him that way any more or at least I try not to LOL,77,17,1,0,0
1824298166,0,negative,0,ImSOposh,Sun May 17 00:47:50 PDT 2009,2009-05-17 00:47:50,2009,5,0,I guess alls well that ends well...I'm still single for the record lol. Leaving Cleveland will be bittersweet to ,I guess alls well that ends well...I'm still single for the record lol. Leaving Cleveland will be bittersweet to,113,19,0,0,0
1753019777,0,negative,0,mookyvet,Sat May 09 23:49:26 PDT 2009,2009-05-09 23:49:26,2009,5,23,"@MissDangerMouse Hell yes!  Where have you BEEN, man?  You're never on AIM anymore. ","Hell yes! Where have you BEEN, man? You're never on AIM anymore.",84,13,1,0,0
2264631528,0,negative,0,andychong9,Sun Jun 21 04:28:40 PDT 2009,2009-06-21 04:28:40,2009,6,4,Dad having fever again.. Not looking too good ,Dad having fever again.. Not looking too good,46,8,0,0,0
1972485629,0,negative,0,kiwikjh,Sat May 30 09:18:55 PDT 2009,2009-05-30 09:18:55,2009,5,9,WTF is going on with the Chiefs? Getting smashed at the 1/2 way point of the S14 final ,WTF is going on with the Chiefs? Getting smashed at the 1/2 way point of the S14 final,87,18,0,0,0
2175302784,0,negative,0,sawarahh,Mon Jun 15 00:36:56 PDT 2009,2009-06-15 00:36:56,2009,6,0,@cathicks I don't get it. ,I don't get it.,26,5,1,0,0
2264873983,0,negative,0,SazzyMCH,Sun Jun 21 05:11:06 PDT 2009,2009-06-21 05:11:06,2009,6,5,I am not poorly sick like @loobydo but I am not a happy bunny - I ache ,I am not poorly sick like but I am not a happy bunny - I ache,71,17,1,0,0
2260228529,0,negative,0,chrisnickinson,Sat Jun 20 18:52:53 PDT 2009,2009-06-20 18:52:53,2009,6,18,3 cheers for losing the cell phone charger cable ,3 cheers for losing the cell phone charger cable,49,9,0,0,0
1986467205,0,negative,0,valdivia1,Sun May 31 18:52:26 PDT 2009,2009-05-31 18:52:26,2009,5,18,&quot;Binthia&quot; is serious now. She hot really quiet and looks mad tired. Kinda feel bad cuz she had to drive after only sleeping a few hours ,&quot;Binthia&quot; is serious now. She hot really quiet and looks mad tired. Kinda feel bad cuz she had to drive after only sleeping a few hours,146,26,0,0,0
2067716535,0,negative,0,dancer4lifex,Sun Jun 07 12:50:06 PDT 2009,2009-06-07 12:50:06,2009,6,12,*twisted.. gahh studying is making screw up my commercial ,*twisted.. gahh studying is making screw up my commercial,58,9,0,0,0
2055097944,0,negative,0,pinkykei,Sat Jun 06 08:41:37 PDT 2009,2009-06-06 08:41:37,2009,6,8,needs heLp from a wordpress theme expert  http://plurk.com/p/ywsk3,needs heLp from a wordpress theme expert,66,8,0,0,1
2204351031,0,negative,0,andrewneary,Wed Jun 17 01:59:33 PDT 2009,2009-06-17 01:59:33,2009,6,1,"Watching a progress bar go across the screen. Very, very dull and tedious. ","Watching a progress bar go across the screen. Very, very dull and tedious.",75,13,0,0,0
2179596492,0,negative,0,DJMissfrenchie,Mon Jun 15 09:19:16 PDT 2009,2009-06-15 09:19:16,2009,6,9,"Been working hard. London had glorious weather, came back to Kent and it was raining ","Been working hard. London had glorious weather, came back to Kent and it was raining",85,15,0,0,0
2067619204,0,negative,0,Joe_McHugh,Sun Jun 07 12:39:52 PDT 2009,2009-06-07 12:39:52,2009,6,12,eaten way too much junk food. feel as if i'm about to explode! not good ,eaten way too much junk food. feel as if i'm about to explode! not good,72,15,0,0,0
2007062563,0,negative,0,sabenn22,Tue Jun 02 12:05:25 PDT 2009,2009-06-02 12:05:25,2009,6,12,once the concert stories start rollin in I might have to go into hibernation ,once the concert stories start rollin in I might have to go into hibernation,77,14,0,0,0
2261547070,0,negative,0,inashlalaland,Sat Jun 20 20:57:47 PDT 2009,2009-06-20 20:57:47,2009,6,20,one month ago i was the most happiest person.. n now.. ijustwannadie ,one month ago i was the most happiest person.. n now.. ijustwannadie,69,12,0,0,0
2190948506,0,negative,0,JessicaPearman,Tue Jun 16 04:09:06 PDT 2009,2009-06-16 04:09:06,2009,6,4,http://vibejournal.com/jessica_art/ needs a new home ,needs a new home,53,5,0,0,1
2230801633,0,negative,0,duhhjennster,Thu Jun 18 17:37:30 PDT 2009,2009-06-18 17:37:30,2009,6,17,grounded ,grounded,9,1,0,0,0
1975450744,0,negative,0,Stylerep,Sat May 30 15:11:00 PDT 2009,2009-05-30 15:11:00,2009,5,15,@Cause4Conceit And I luv it!! But I'm very hurt that only Sam Goody had the album in my city and they sold out!! ,And I luv it!! But I'm very hurt that only Sam Goody had the album in my city and they sold out!!,113,23,1,0,0
1984948893,0,negative,0,leighannirvine,Sun May 31 16:07:35 PDT 2009,2009-05-31 16:07:35,2009,5,16,@Trucco905 yeah i have these extra strength things my mum takes for her leg! and no chemist will be open when i go... god! ,yeah i have these extra strength things my mum takes for her leg! and no chemist will be open when i go... god!,123,24,1,0,0
2186028238,0,negative,0,bostonaustin,Mon Jun 15 18:15:11 PDT 2009,2009-06-15 18:15:11,2009,6,18,"Meeting fail, nothing resolved. Going to be a rough week ","Meeting fail, nothing resolved. Going to be a rough week",57,10,0,0,0
2215147702,0,negative,0,oldergirlbeauty,Wed Jun 17 17:44:33 PDT 2009,2009-06-17 17:44:33,2009,6,17,"@mallybeauty Can. Not. Wait!  I will stay up to see what goodies you bring, since I am still waitlisted for you TSV.  ","Can. Not. Wait! I will stay up to see what goodies you bring, since I am still waitlisted for you TSV.",118,22,1,0,0
1996545073,0,negative,0,illogicalmonse,Mon Jun 01 15:15:55 PDT 2009,2009-06-01 15:15:55,2009,6,15,My nose got sunburned &amp; now its peeling. Ewww ,My nose got sunburned &amp; now its peeling. Ewww,50,9,0,0,0
2237834545,0,negative,0,simba909,Fri Jun 19 06:25:55 PDT 2009,2009-06-19 06:25:55,2009,6,6,Shopping with sis and Alex... I don't feel like shopping when on vacation ,Shopping with sis and Alex... I don't feel like shopping when on vacation,74,13,0,0,0
2000611239,0,negative,0,setpihi,Mon Jun 01 22:30:58 PDT 2009,2009-06-01 22:30:58,2009,6,22,@mitchelmusso I can't buy the album. I'm sad.  Reason: Australia. Need I say more? Congrats tho and all the best of luck!! &lt;3,I can't buy the album. I'm sad. Reason: Australia. Need I say more? Congrats tho and all the best of luck!! &lt;3,128,23,1,0,0
1998629697,0,negative,0,bkepn,Mon Jun 01 18:52:03 PDT 2009,2009-06-01 18:52:03,2009,6,18,"just woke up, ive been asleep sine 4 hah. i dont feel good  &amp; the people i used to steal internet from, moved. so text (: instead of m ...","just woke up, ive been asleep sine 4 hah. i dont feel good &amp; the people i used to steal internet from, moved. so text (: instead of m ...",142,30,0,0,0
2179518179,0,negative,0,meechi_blue,Mon Jun 15 09:12:48 PDT 2009,2009-06-15 09:12:48,2009,6,9,@IRe_laNd ,,10,1,1,0,0
2179394526,0,negative,0,length2mm,Mon Jun 15 09:02:46 PDT 2009,2009-06-15 09:02:46,2009,6,9,@somanybabes ARE U WORKING TMR?!? shit cathay shutter very heavy ,ARE U WORKING TMR?!? shit cathay shutter very heavy,65,10,1,0,0
2233967431,0,negative,0,bradwhiteau,Thu Jun 18 22:11:55 PDT 2009,2009-06-18 22:11:55,2009,6,22,"@Hoops_angel Yup, sold out...I tried to get another one last week and all gone  Still looking round but nothing yet.","Yup, sold out...I tried to get another one last week and all gone Still looking round but nothing yet.",116,20,1,0,0
2327396964,0,negative,0,MagicDandelions,Thu Jun 25 08:17:41 PDT 2009,2009-06-25 08:17:41,2009,6,8,"Keeping my friend and her children in my thoughts today, as they mourn the loss of their husband/father who suddenly died yesterday. ","Keeping my friend and her children in my thoughts today, as they mourn the loss of their husband/father who suddenly died yesterday.",133,22,0,0,0
2064150967,0,negative,0,BrandyWandLover,Sun Jun 07 05:23:34 PDT 2009,2009-06-07 05:23:34,2009,6,5,"@rustyrockets i think, mr brand, that u at least owe us a few tweets after abandoning us uk girlies for LA  xx","i think, mr brand, that u at least owe us a few tweets after abandoning us uk girlies for LA xx",110,22,1,0,0
2068428952,0,negative,0,blackenedgirl,Sun Jun 07 14:03:51 PDT 2009,2009-06-07 14:03:51,2009,6,14,"My dad wiped our comp hard drive cuz hes weird, so i cant watch buckley on blogtv  34 more minutes  &lt;!itsabby!&gt;","My dad wiped our comp hard drive cuz hes weird, so i cant watch buckley on blogtv 34 more minutes &lt;!itsabby!&gt;",117,21,0,0,0
2065197749,0,negative,0,gabrielsoaresbr,Sun Jun 07 08:06:10 PDT 2009,2009-06-07 08:06:10,2009,6,8,wake up early tomorrow . ,wake up early tomorrow .,25,5,0,0,0
2230638095,0,negative,0,soridicuLES,Thu Jun 18 17:23:44 PDT 2009,2009-06-18 17:23:44,2009,6,17,@Sadieozdesoy hopefully i'll feel better by tomorrow  i might have strep,hopefully i'll feel better by tomorrow i might have strep,72,11,1,0,0
2322448676,0,negative,0,felinius,Wed Jun 24 22:38:09 PDT 2009,2009-06-24 22:38:09,2009,6,22,"@forcystus arrrgh, at least you got into stats.  i failed diagnostic exam so i lost my spot. ;_;","arrrgh, at least you got into stats. i failed diagnostic exam so i lost my spot. ;_;",96,18,1,0,0
2053747145,0,negative,0,rachaar,Sat Jun 06 05:34:39 PDT 2009,2009-06-06 05:34:39,2009,6,5,"@jnyemb oh no way, you can't do that! Sooo unfair ","oh no way, you can't do that! Sooo unfair",50,10,1,0,0
1825255459,0,negative,0,jennymeadow,Sun May 17 05:00:12 PDT 2009,2009-05-17 05:00:12,2009,5,5,has been driven indoors - away from her bedding plants - by the rain  ,has been driven indoors - away from her bedding plants - by the rain,70,14,0,0,0
2247489736,0,negative,0,sashawintafruit,Fri Jun 19 19:10:27 PDT 2009,2009-06-19 19:10:27,2009,6,19,"@YourTheCutest nope, thats what i didnt get to have tonight ","nope, thats what i didnt get to have tonight",60,10,1,0,0
2071809015,0,negative,0,minemogul3,Sun Jun 07 19:57:26 PDT 2009,2009-06-07 19:57:26,2009,6,19,disappointed  signing off,disappointed signing off,25,3,0,0,0
2323250377,0,negative,0,kpartridge11,Thu Jun 25 00:13:40 PDT 2009,2009-06-25 00:13:40,2009,6,0,"is tired of putting forth soooo much effort, and getting nothing in return. ","is tired of putting forth soooo much effort, and getting nothing in return.",76,13,0,0,0
1548318427,0,negative,0,CFOServices,Fri Apr 17 20:37:29 PDT 2009,2009-04-17 20:37:29,2009,4,20,@GirlswithGoals I'm sorry to hear about the death of your beloved canine ,I'm sorry to hear about the death of your beloved canine,73,12,1,0,0
2189325064,0,negative,0,parastoo,Mon Jun 15 23:46:35 PDT 2009,2009-06-15 23:46:35,2009,6,23,7 killed in Tehran yesterday? http://edition.cnn.com/2009/WORLD/meast/06/16/iran.elections.protests/index.html  #IranElection,7 killed in Tehran yesterday? #IranElection,125,7,0,1,1
1823219127,0,negative,0,MsBailes,Sat May 16 21:24:13 PDT 2009,2009-05-16 21:24:13,2009,5,21,"I just wanna fall asleep, why do you call randomly and mess up my brain process for a night?!! I just want my serenity back ","I just wanna fall asleep, why do you call randomly and mess up my brain process for a night?!! I just want my serenity back",124,25,0,0,0
2203443747,0,negative,0,alicerydon,Tue Jun 16 23:45:12 PDT 2009,2009-06-16 23:45:12,2009,6,23,I need a hug...and less cynicism. It's making me depressed. ,I need a hug...and less cynicism. It's making me depressed.,60,10,0,0,0
1981408276,0,negative,0,HayleyIB,Sun May 31 09:05:23 PDT 2009,2009-05-31 09:05:23,2009,5,9,"To atascadeo! Again for practice  text, tweet, myspace.","To atascadeo! Again for practice text, tweet, myspace.",55,8,0,0,0
1994177368,0,negative,0,kthomas5,Mon Jun 01 11:32:03 PDT 2009,2009-06-01 11:32:03,2009,6,11,Bigger! Bag broke jumping onto tube which then trapped my foot! Almost lost my flip flop ,Bigger! Bag broke jumping onto tube which then trapped my foot! Almost lost my flip flop,89,16,0,0,0
2248322465,0,negative,0,Joyz223,Fri Jun 19 20:26:34 PDT 2009,2009-06-19 20:26:34,2009,6,20,Shit! I lost my HK debit card ,Shit! I lost my HK debit card,30,7,0,0,0
2208991103,0,negative,0,thisgrrrl,Wed Jun 17 09:52:44 PDT 2009,2009-06-17 09:52:44,2009,6,9,@hughsbeautiful How did you ge 3.0??  I can't get it yet... This makes me upset... do I need to get iTunes 8.2?,How did you ge 3.0?? I can't get it yet... This makes me upset... do I need to get iTunes 8.2?,111,22,1,0,0
2059405445,0,negative,0,paranoiattackk,Sat Jun 06 16:52:05 PDT 2009,2009-06-06 16:52:05,2009,6,16,"Okay, apparently I DIDN'T miss the deadline for JB m&amp;g's, but it would be kinda lame to win, I would feel really bad about it. ","Okay, apparently I DIDN'T miss the deadline for JB m&amp;g's, but it would be kinda lame to win, I would feel really bad about it.",131,25,0,0,0
2179618494,0,negative,0,geisha88,Mon Jun 15 09:21:03 PDT 2009,2009-06-15 09:21:03,2009,6,9,just finished bade..... surfing online... nutn much to do ,just finished bade..... surfing online... nutn much to do,58,9,0,0,0
1676726411,0,negative,0,shtevo,Fri May 01 22:58:52 PDT 2009,2009-05-01 22:58:52,2009,5,22,"RIP Gillybob and Frieda, you guys were good companions. No other fish would've understood me as well as you guys have. ","RIP Gillybob and Frieda, you guys were good companions. No other fish would've understood me as well as you guys have.",119,21,0,0,0
2240290848,0,negative,0,marisasmile,Fri Jun 19 09:34:10 PDT 2009,2009-06-19 09:34:10,2009,6,9,I really want to see Boys Like Girls tonight! ,I really want to see Boys Like Girls tonight!,46,9,0,0,0
1827677663,0,negative,0,Portabass,Sun May 17 11:12:58 PDT 2009,2009-05-17 11:12:58,2009,5,11,@elliotmacaluso I opened.... without you ,I opened.... without you,41,5,1,0,0
2249532719,0,negative,0,skyenat,Fri Jun 19 22:30:45 PDT 2009,2009-06-19 22:30:45,2009,6,22,@nokking kino sold out already. Popular also. Borders said they're not sure if they're even able to get copies ,kino sold out already. Popular also. Borders said they're not sure if they're even able to get copies,111,19,1,0,0
1572842130,0,negative,0,meganhurley,Mon Apr 20 22:45:11 PDT 2009,2009-04-20 22:45:11,2009,4,22,@lindseliz tweet tweet! why can't i write on your wall? ,tweet tweet! why can't i write on your wall?,56,10,1,0,0
1553272282,0,negative,0,stephamichele,Sat Apr 18 13:49:36 PDT 2009,2009-04-18 13:49:36,2009,4,13,@hansonmusic I wish the fan event in Tulsa was NOT during my college graduation  miss you guys!,I wish the fan event in Tulsa was NOT during my college graduation miss you guys!,95,17,1,0,0
1692919804,0,negative,0,4NDR3W_JUN9,Sun May 03 21:06:04 PDT 2009,2009-05-03 21:06:04,2009,5,21,This person behind cough like crazy on me. I hope I don't get the swine flu. Pray for me please. ,This person behind cough like crazy on me. I hope I don't get the swine flu. Pray for me please.,97,20,0,0,0
1989870919,0,negative,0,imadreamer143,Mon Jun 01 03:05:59 PDT 2009,2009-06-01 03:05:59,2009,6,3,My throat is still soreeeee  I can't wait until this is overrrrr,My throat is still soreeeee I can't wait until this is overrrrr,64,12,0,0,0
2250659864,0,negative,0,LucindaShonna,Sat Jun 20 01:07:36 PDT 2009,2009-06-20 01:07:36,2009,6,1,Crap Steve Jobs had a liver transplant???? Oh man thats not good  LOL,Crap Steve Jobs had a liver transplant???? Oh man thats not good LOL,69,13,0,0,0
1559840103,0,negative,0,JameeBean,Sun Apr 19 12:10:51 PDT 2009,2009-04-19 12:10:51,2009,4,12,So upset that spring break is like over ,So upset that spring break is like over,40,8,0,0,0
2215802062,0,negative,0,inikia,Wed Jun 17 18:37:52 PDT 2009,2009-06-17 18:37:52,2009,6,18,On the phone with my baby. I miss him so much. ,On the phone with my baby. I miss him so much.,47,11,0,0,0
2000977193,0,negative,0,itzkeylovebaby,Mon Jun 01 23:29:17 PDT 2009,2009-06-01 23:29:17,2009,6,23,Im having weight issues  im upset and scared. [AyshiakiAyana],Im having weight issues im upset and scared. [AyshiakiAyana],61,9,0,0,0
2219315671,0,negative,0,kimmy_gurl_33,Thu Jun 18 00:15:45 PDT 2009,2009-06-18 00:15:45,2009,6,0,"@NinjaLikesCheez *tears* video games = death.  @damnELECTRIC if you send me the money, I so would, but i'm hella broke and up at 2:15am.  ","*tears* video games = death. if you send me the money, I so would, but i'm hella broke and up at 2:15am.",138,24,1,0,0
2266892916,0,negative,0,missmoose313,Sun Jun 21 09:16:29 PDT 2009,2009-06-21 09:16:29,2009,6,9,OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! ,OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over!,98,18,0,0,0
1556550702,0,negative,0,griffmiester,Sat Apr 18 23:17:26 PDT 2009,2009-04-18 23:17:26,2009,4,23,"Oh noes. I just found out why Cons Skate shoes are so hard to find. Financial issues, and bought out by Nike. ","Oh noes. I just found out why Cons Skate shoes are so hard to find. Financial issues, and bought out by Nike.",110,22,0,0,0
2249156143,0,negative,0,jazzfade,Fri Jun 19 21:49:09 PDT 2009,2009-06-19 21:49:09,2009,6,21,ugh I am literally the king of passing out early...left my laundry in the dryer in the basement for HOURS and missed a party in 2E ,ugh I am literally the king of passing out early...left my laundry in the dryer in the basement for HOURS and missed a party in 2E,131,26,0,0,0
2190824590,0,negative,0,michaelbaylosis,Tue Jun 16 03:49:48 PDT 2009,2009-06-16 03:49:48,2009,6,3,@beyoncatweets How awesome? Lol... I guess they were good but it could still be better ,How awesome? Lol... I guess they were good but it could still be better,87,15,1,0,0
1956657912,0,negative,0,stephaaniemarie,Thu May 28 22:22:26 PDT 2009,2009-05-28 22:22:26,2009,5,22,Cuddling with Sammy before I leave him until Sunday  My baaaby!,Cuddling with Sammy before I leave him until Sunday My baaaby!,63,11,0,0,0
2190790629,0,negative,0,sadbuttrue,Tue Jun 16 03:44:11 PDT 2009,2009-06-16 03:44:11,2009,6,3,"@revdal @fibrefairy I keep dropping (un)subtle hints to @sjrdouglas, but I'm not sure that she's hearing them ","I keep dropping (un)subtle hints to , but I'm not sure that she's hearing them",110,17,1,0,0
2016514763,0,negative,0,tygerzoe,Wed Jun 03 06:54:41 PDT 2009,2009-06-03 06:54:41,2009,6,6,"worse than i suspected, she was so disgusted in me, she wouldn't talk to me, i had to talk to the dentistry-class-taking receptionist, ","worse than i suspected, she was so disgusted in me, she wouldn't talk to me, i had to talk to the dentistry-class-taking receptionist,",135,23,0,0,0
1686231015,0,negative,0,ghassanb,Sun May 03 04:27:03 PDT 2009,2009-05-03 04:27:03,2009,5,4,Fast Food For Lunch! ,Fast Food For Lunch!,21,4,0,0,0
2216222412,0,negative,0,bijouboutique,Wed Jun 17 19:11:50 PDT 2009,2009-06-17 19:11:50,2009,6,19,@KatyLinda oh no  i thought both would be cool - guess i'm not cool w/ the 4yr olds lol,oh no i thought both would be cool - guess i'm not cool w/ the 4yr olds lol,87,19,1,0,0
2060305699,0,negative,0,satyr405,Sat Jun 06 18:39:28 PDT 2009,2009-06-06 18:39:28,2009,6,18,"@GimmeTOKYO that... Actually looks pretty cool, I wanna play too ","that... Actually looks pretty cool, I wanna play too",65,10,1,0,0
2006461353,0,negative,0,crazymitchell,Tue Jun 02 11:12:07 PDT 2009,2009-06-02 11:12:07,2009,6,11,Only 1 hour 50 minutes left of work  Better get back to it then ,Only 1 hour 50 minutes left of work Better get back to it then,64,14,0,0,0
2069280822,0,negative,0,envysays,Sun Jun 07 15:35:24 PDT 2009,2009-06-07 15:35:24,2009,6,15,@BBManik naw  are you!?,naw are you!?,23,4,1,0,0
